Moviename,Rating,Votes,Duration,Genre
Blood Dried Hands,5.2,33,115,Horror
10/31 Part 4,5.6,17,87,Horror
The Bitter Taste,6.6,10,125,Horror
Retratos del Apocalipsis,8.2,12,75,Horror
My First Year Off Campus,8.0,19,85,Horror
Wishes of the Blue Girl,4.4,370,73,Horror
Bantay-bahay,4.6,14,86,Horror
The Unrighteous,4.3,15,87,Horror
105 Minutes,4.1,2300,120,Horror
A Gong,7.3,6,107,Horror
Terror Zone,3.5,8,88,Horror
Haunted Universities 3,5.4,305,119,Horror
Video Vision,5.9,20,78,Horror
Nûfer,3.9,10,98,Horror
Oru Kadha Sollattaa Sir,6.1,41,130,Horror
II,8.6,28,21,Horror
Death Web,5.2,73,64,Horror
Jurassic Exorcist,3.9,20,76,Horror
Vexanthrone,5.9,20,65,Horror
Once Upon a Time in Amityville,3.5,46,73,Horror
Bridge,3.9,9,78,Horror
The Smell of Blood,2.4,15,75,Horror
Shi Ren Yu,2.5,8,71,Horror
Missing Child Videotape,5.6,35,104,Horror
Blodsuger,6.8,5,94,Horror
Burnt Flowers,5.0,55,99,Horror
After Link,7.5,20,14,Horror
Scream: The Fan Favorite,8.4,16,49,Horror
Hellvira's Haunted Asylum of Horror,5.7,31,118,Horror
Pulp Modern: Die Laughing,8.2,87,83,Horror
Sam and Colby: The Legends of the Paranormal,4.8,303,98,Horror
Kabir Azabi: Insi ve Cinni,4.3,18,85,Horror
Akh,6.1,100,137,Horror
A Very Flattened Christmas,6.1,35,95,Horror
Teddiscare,2.1,158,82,Horror
Lachrymose Primrose,6.3,39,97,Horror
Bedtime Stories: Tales of Love and Hate,7.7,15,65,Horror
The Awkward Stage,5.0,13,69,Horror
Petualangan Anak Penangkap Hantu,6.0,23,99,Horror
Saka Perawan,5.0,53,91,Horror
Quadrant: Noir Version,7.0,9,73,Horror
Nosferatu: A Symphony of Horror - Audio Score by idiedtrying.,7.2,9,94,Horror
La sombra del tiburón,6.2,16,89,Horror
Bijt,5.8,51,105,Horror
Don't Break the Rules,2.7,51,97,Horror
Apokrif,8.6,18,64,Horror
Dead Boys Club,6.1,24,105,Horror
Bloodspawn,5.7,9,76,Horror
Amityville Backrooms,5.0,25,72,Horror
A yard of jackals,7.5,32,108,Horror
The Haunting of Lanquetot,3.8,9,96,Horror
Amityville Webcam,3.9,15,102,Horror
Átropos,5.8,23,93,Horror
Voidcaller,6.7,36,85,Horror
Padikkadha Pakkangal,4.7,168,106,Horror
The Hellper,6.3,23,90,Horror
Zir-i Cin 3: Cin Dügümü,3.5,21,86,Horror
Domovoy,4.3,289,102,Horror
Problematic Intentions,4.8,14,90,Horror
Winemaker,5.9,24,59,Horror
Horror Able,6.3,20,78,Horror
Blackest Darkness,5.5,73,76,Horror
The Seven Darks,4.3,119,63,Horror
Dead Name,9.0,11,84,Horror
Der Dritte Gast,3.4,40,73,Horror
Time of the Witch,6.6,11,91,Horror
Condemned,8.8,11,72,Horror
Abnormal: Buas,5.6,27,90,Horror
Aranam,7.5,406,127,Horror
La Patasola,3.1,30,92,Horror
A Maldição de Romanova,5.2,13,80,Horror
Ananya,8.8,879,136,Horror
Death,6.1,14,77,Horror
The Burned Hand,8.0,12,85,Horror
Chuzalongo,7.0,6,95,Horror
Pasahero,5.9,21,120,Horror
Wrong Places,2.1,63,93,Horror
Clawface,8.6,14,98,Horror
First Person Savior,4.9,11,81,Horror
K. The Butcher Shitter,3.2,22,52,Horror
Murdaritaville,3.4,114,62,Horror
New Folder,4.6,25,72,Horror
Stab 4: Knife of Doom,5.4,14,98,Horror
Haunted by Her Name,2.6,89,90,Horror
Toxic Daughter,5.3,45,105,Horror
Strangers,7.0,6,99,Horror
Yagna,5.9,1100,131,Horror
Jama,6.3,14,71,Horror
I Curse This Land,5.2,62,86,Horror
Shaman,6.8,18,100,Horror
Firework,6.6,11,60,Horror
Slenderverse: Building the Slenderman,8.0,6,115,Horror
The Last Five Days: The Freak Building,3.7,56,61,Horror
Horrorathon Volume 3,7.0,8,93,Horror
La Hierba del Diablo,3.8,50,80,Horror
Where is My Head?,6.8,80,90,Horror
Maya,7.0,8,109,Horror
Dahaan,8.3,12,132,Horror
O Procedimento,8.5,46,12,Horror
Shadows,6.5,20,75,Horror
Behold the Claw,5.7,17,75,Horror
The Dark Mother Special+20mn,7.5,20,120,Horror
Mesken (Messuage),7.3,34,102,Horror
Hell Squad 2: Fresh Meat,9.4,21,95,Horror
Bungalow Section 12,2.4,59,88,Horror
Abduction Chronicles,8.6,35,126,Horror
Sobe: Sakalli Bebek,5.0,17,86,Horror
Tales of the Forgotten,5.8,9,170,Horror
SMB-plush presents trick or death,8.8,15,120,Horror
Influenza,4.0,30,98,Horror
Bisikan Setan,6.7,11,88,Horror
The Director's Cut,4.3,15,82,Horror
Protanopia,7.9,12,75,Horror
Nenu Keerthana,9.0,2000,155,Horror
Prima del giorno dopo,7.9,73,105,Horror
Just Another Horror Movie,5.6,9,31,Horror
Baridegi: The abandoned Girl,3.6,15,107,Horror
Janus,5.3,8,72,Horror
Dead Fun,8.7,9,61,Horror
Obscura,6.3,8,89,Horror
Killer Reel,7.0,5,73,Horror
Soul Traveler (The Feature),4.3,20,96,Horror
Gentleman Caller,8.5,9,103,Horror
Requiem: Three Tales of Horror,3.6,34,55,Horror
Hillock Haunting,3.0,91,83,Horror
Pinnil Oral,6.0,113,127,Horror
Wind and Bone,5.7,13,93,Horror
Alem-i Cin 5: Azap,4.4,9,76,Horror
FPS,3.9,17,60,Horror
The Vent,8.9,14,3,Horror
Un día cualquiera,5.7,15,90,Horror
The Wildman Massacre,8.6,36,90,Horror
Don't Open the Box,7.0,8,45,Horror
MAKKA: Cinn-i Azap,4.7,12,75,Horror
Spending Some Time Together,6.9,28,146,Horror
The Caller,6.5,8,80,Horror
Verified,5.6,8,97,Horror
The Spirit Hunter,4.5,26,102,Horror
Brain Tumor,3.8,48,76,Horror
Kabandha,9.3,29,124,Horror
Laberinto de sombras,6.2,6,110,Horror
Peccatum,1.8,21,68,Horror
Malee,4.2,8,85,Horror
The Clot,2.8,27,79,Horror
Tan-Ti-Ana,5.9,26,95,Horror
The Monsters Under Our Bed,5.9,11,127,Horror
My Cannibal Crush,6.3,12,50,Horror
Cruel: The Cross Village Encounter,4.6,43,57,Horror
Killer Hand Dryer,7.8,9,118,Horror
Cieco sordo muto,7.8,6,85,Horror
Naalkane Aayama,5.3,1700,108,Horror
Tragic,8.9,19,96,Horror
Stalked by Shadows,3.4,9,60,Horror
Town Mall 2,6.6,15,86,Horror
Alien Legacy: Terror on Luxor Ridge,6.1,20,127,Horror
San Geng Ke Zhan,5.7,7,88,Horror
A Hell of A Difference,7.2,18,80,Horror
Where the Mountain Women Sing,5.9,9,15,Horror
Shoroter Joba,4.6,20,123,Horror
El Kafirun,6.8,16,70,Horror
Krapiva: Tsvetok smerti,6.0,48,81,Horror
Cheongsam Merah Darah,6.2,10,90,Horror
Trillberry Murders,6.0,12,114,Horror
Kurban: Budak Iblis,4.4,14,87,Horror
Kísértés az erdö mélyén,2.7,75,78,Horror
Midnight Perturbation,8.6,12,81,Horror
On the Trail of Bigfoot: The Ancients,6.2,7,140,Horror
The Last Ritual,7.6,8,100,Horror
Project Mutationem: The Second Collection,8.1,7,103,Horror
Unwelcome Home,7.6,6,75,Horror
Dreams of flesh,6.8,6,60,Horror
Ahbar,3.0,15,80,Horror
Velhan,6.5,14,77,Horror
Amir,5.8,16,70,Horror
Cin Köyü,1.0,16,75,Horror
Hantu Polong,3.0,8,90,Horror
Neath's Love Story 3,6.5,11,100,Horror
New Tokyo Poltergeist,5.3,7,88,Horror
Colour Palette,9.0,23,87,Horror
Cintihar,2.5,11,77,Horror
Liu mang qu mo shi,5.3,10,104,Horror
Adze the African Vampire,3.4,58,81,Horror
Jyukinshi,3.0,9,103,Horror
The Haunting in Rosemary Lane,3.5,29,59,Horror
Harruk,4.5,22,70,Horror
Boney Island Reality Show,4.3,23,87,Horror
Ciudad Oculta,4.5,12,96,Horror
Rahha,2.7,13,135,Horror
Kanbalhi,9.0,6,115,Horror
Once Passed On,6.6,6,91,Horror
Anora,7.6,147000,139,Romance
Wicked,7.5,141000,160,Romance
Babygirl,6.0,47000,114,Romance
It Ends with Us,6.4,81000,130,Romance
We Live in Time,7.0,48000,108,Romance
The Count of Monte-Cristo,7.6,32000,178,Romance
Queer,6.5,18000,137,Romance
The Fall Guy,6.8,216000,126,Romance
F*** Marry Kill,5.2,1800,97,Romance
Challengers,7.1,150000,131,Romance
The Crow,4.7,32000,111,Romance
Fly Me to the Moon,6.6,48000,132,Romance
Love Lies Bleeding,6.6,56000,104,Romance
My Old Ass,6.9,37000,89,Romance
The Idea of You,6.3,72000,115,Romance
All We Imagine as Light,7.1,8800,118,Romance
A Family Affair,5.3,36000,111,Romance
Sidelined: The QB and Me,5.9,3400,99,Romance
Culpa Tuya,5.2,12000,118,Romance
Beating Hearts,7.0,4000,166,Romance
Your Monster,6.4,5400,103,Romance
Jane Austen Wrecked My Life,6.5,148,94,Romance
Killer Heat,5.6,13000,95,Romance
Guilty Pleasure,5.5,63,119,Romance
Emmanuelle,4.2,1500,107,Romance
Loveable,8.1,1300,101,Romance
Young Woman and the Sea,7.5,17000,129,Romance
Lonely Planet,5.7,11000,94,Romance
A Nice Indian Boy,7.2,149,96,Romance
Grafted,5.6,2000,96,Romance
Find Me Falling,6.3,12000,93,Romance
Love Me,5.2,2200,91,Romance
Someone Like You,5.8,2000,118,Romance
Upgraded,6.1,29000,104,Romance
Boot Camp,5.8,1000,94,Romance
La Cocina,7.2,2300,139,Romance
Lisa Frankenstein,6.1,28000,101,Romance
We're All Gonna Die,8.3,74,110,Romance
The Tearsmith,5.2,12000,103,Romance
Touch,7.4,5200,121,Romance
Mother of the Bride,4.8,17000,88,Romance
Die Alone,5.7,2600,91,Romance
Girl Haunts Boy,6.3,2800,100,Romance
Mon Potongo,6.2,120,149,Romance
Lilies Not for Me,7.8,74,99,Romance
Irish Wish,5.2,21000,93,Romance
Chosen Family,4.7,255,88,Romance
Winter Spring Summer or Fall,6.6,371,97,Romance
Players,5.7,12000,105,Romance
Swap,2.9,324,86,Romance
Our Little Secret,5.7,23000,101,Romance
Five Blind Dates,5.1,1900,83,Romance
The Dead Thing,4.7,796,94,Romance
Ask Me What You Want,3.6,309,114,Romance
My Favourite Cake,7.4,6900,97,Romance
Grand Tour,6.5,1400,128,Romance
Girls Will Be Girls,7.1,2300,118,Romance
The Best Christmas Pageant Ever,6.8,6000,99,Romance
Lick,6.3,711,75,Romance
Turn Me On,5.6,427,99,Romance
Role Play,5.5,19000,100,Romance
How to Date Billy Walsh,5.2,3900,98,Romance
Turtles All the Way Down,6.6,6800,111,Romance
Beautiful Wedding,4.1,4000,100,Romance
Vulgar,6.8,101,103,Romance
The Merry Gentlemen,4.8,10000,87,Romance
Gone Running,7.1,3800,105,Romance
City Hunter,6.3,5500,102,Romance
Pedro Páramo,6.3,2800,130,Romance
The Greatest Hits,6.2,7200,94,Romance
This Is Me... Now,4.1,7100,65,Romance
This Time Next Year,5.6,2100,116,Romance
You Are the Apple of My Eye,7.6,3300,101,Romance
Through My Window: Looking at You,5.4,5000,105,Romance
Take My Hand,6.3,282,102,Romance
Romance on the Ranch,6.8,284,88,Romance
Darkest Miriam,6.9,29,87,Romance
Hot Frosty,5.3,14000,92,Romance
Marmalade,6.2,3500,99,Romance
High Tide,6.6,481,101,Romance
Wallbanger,5.7,639,118,Romance
Three Friends,6.6,592,117,Romance
Timestalker,5.5,2800,89,Romance
The Astronaut Lovers,7.1,548,116,Romance
A True Gentleman,4.5,2000,110,Romance
The Silence of Marcos Tremmer,5.9,122,112,Romance
Cinderella's Curse,3.3,1300,82,Romance
Plan B,5.9,1100,90,Romance
Premalu,7.8,19000,156,Romance
Qalb,6.6,2300,147,Romance
Amar Singh Chamkila,7.8,16000,145,Romance
5lbs of Pressure,5.3,1500,111,Romance
Freedom,5.9,1300,110,Romance
The Family Star,5.4,5400,159,Romance
Sex,6.7,853,125,Romance
Young Werther,5.7,201,101,Romance
Love in the Big City,7.5,1300,118,Romance
Cinderella's Revenge,3.7,1100,85,Romance
Layla,6.3,297,100,Romance
The Air He Breathes,6.4,355,106,Romance
The Southern Chronicles,8.8,2300,120,Romance
Drained,4.6,285,107,Romance
Perfect Endings,5.5,183,100,Romance
The Groomsmen: First Look,6.1,377,82,Romance
The Lifeguards,3.9,136,107,Romance
Two to One,6.0,683,116,Romance
Savi,6.2,35000,126,Romance
Love,7.3,262,119,Romance
Teri Baaton Mein Aisa Uljha Jiya,6.2,54000,141,Romance
My Name Is Loh Kiwan,6.7,4300,131,Romance
Haunted Heart,4.8,452,128,Romance
Still Fabulous,4.9,839,92,Romance
The Glassworker,7.5,1500,98,Romance
Her Story,7.7,1700,123,Romance
Bonjour Tristesse,6.0,82,110,Romance
Another End,6.5,702,129,Romance
Música,6.4,5000,91,Romance
Uranus 2324,6.6,4700,130,Romance
Books & Drinks,6.5,75,94,Romance
Previously Saved Version,5.5,399,117,Romance
Langue Étrangère,6.7,474,101,Romance
Intoxicated by Love,8.5,12000,118,Romance
The Private Eye,3.6,125,115,Romance
Bau: Artist at War,7.1,52,130,Romance
Private Tutor,4.9,182,65,Romance
"Hello, Love, Again",6.8,788,122,Romance
Good Bad Things,5.8,187,96,Romance
Meet Me Next Christmas,5.7,8400,105,Romance
No Pressure,5.1,1100,111,Romance
Eks,4.5,183,121,Romance
Karma's a Bitch,5.0,31,89,Romance
Wild Wild Punjab,6.2,15000,109,Romance
Daniela Forever,6.3,199,113,Romance
Futra Days,4.1,137,99,Romance
From Contract Lover to the Billionaire's Bride,7.1,489,84,Romance
"Love, Divided",5.9,4500,98,Romance
Love Reddy,8.2,2300,138,Romance
Mr. Manhattan,6.7,430,110,Romance
Passport to Love,6.2,393,88,Romance
Undergrads,5.6,41,66,Romance
Believe in Christmas,6.1,820,90,Romance
Stag,5.1,109,87,Romance
Breakup Season,5.9,303,102,Romance
The Holiday Junkie,6.3,440,88,Romance
The Groomsmen: Second Chances,6.1,424,84,Romance
Mascarpone: The Rainbow Cake,6.1,475,105,Romance
Bad Newz,4.7,26000,142,Romance
18×2 Beyond Youthful Days,7.3,1800,123,Romance
Why Do You?,5.4,396,103,Romance
Duino,8.3,98,108,Romance
Rasavathi,6.4,553,148,Romance
Bachhala Malli,8.3,3900,140,Romance
Lesbian Space Princess,8.1,96,87,Romance
Murder Mubarak,5.8,51000,140,Romance
Super Happy Forever,6.9,165,94,Romance
She Taught Love,5.2,400,102,Romance
Gharjwai,8.7,807,134,Romance
Sicilian Holiday,4.9,12,102,Romance
Drawing Closer,7.6,2400,118,Romance
Phir Aayi Hasseen Dillruba,5.8,6700,132,Romance
Pure Love,9.1,94,109,Romance
Switch Up,8.6,27,105,Romance
Ashes,4.3,2500,100,Romance
A Circus Tale & a Love Song,5.9,102,114,Romance
The Architecture of Love,6.9,471,110,Romance
Meet Me in Rome,5.0,438,85,Romance
Else,6.1,223,100,Romance
A '90s Christmas,6.0,1100,90,Romance
Say a Little Prayer,8.4,41,103,Romance
Auron Mein Kahan Dum Tha,6.6,40000,150,Romance
Snatched a Billionaire to Be My Husband,7.6,648,70,Romance
C4 Cinta,8.6,117,167,Romance
Art of Love,4.6,2300,99,Romance
Shrek 5: The Contract - A Fan Made Film,7.0,18,84,Romance
White Snake: Afloat,6.9,426,133,Romance
The Holiday Exchange,5.6,400,90,Romance
Blue Sun Palace,6.6,112,116,Romance
O Melhor Amigo,7.4,23,96,Romance
Chainsaws Were Singing,7.2,341,117,Romance
Christmas in the Spotlight,5.8,658,87,Romance
Gelin Takimi,2.4,1700,109,Romance
Hear Me: Our Summer,7.5,606,109,Romance
Albany Road,7.7,107,135,Romance
Wanted: Girlfriend,4.1,216,49,Romance
0000 Kilometre,2.9,120,110,Romance
Ajosepo,8.7,52,134,Romance
Marry Christmas,6.9,57,85,Romance
The Glory of Life,6.6,420,98,Romance
Ipar Adalah Maut,7.0,1200,131,Romance
Love Switch,6.0,222,89,Romance
A Toast to Love,6.1,107,89,Romance
Goyo,6.6,2200,106,Romance
Mr. Bachchan,3.6,5200,150,Romance
When in Rome,6.1,723,98,Romance
Love... Reconsidered,4.3,127,88,Romance
Swoon,6.0,13,83,Romance
Trisha on the Rocks,5.2,3000,172,Romance
The Everything Pot,7.4,29,90,Romance
Do Aur Do Pyaar,6.4,12000,140,Romance
Dandelion,5.3,385,113,Romance
¿Vienes o Voy?,6.7,14,94,Romance
Shigatsu ni nareba kanojo wa,6.2,417,108,Romance
Sex Love Venice,4.8,306,102,Romance
Tillu Square,6.6,3400,137,Romance
Addition,8.2,29,91,Romance
The Swedish Torpedo,6.4,133,120,Romance
The Time of Fever,8.0,617,101,Romance
Viva La Vida,7.6,787,130,Romance
Beauty and the Billionaire: Bali,5.9,190,91,Romance
Verliefd op Bali,5.1,289,113,Romance
Boys on Film 24: Happy Endings,6.9,26,174,Romance
El Roomie,5.8,302,99,Romance
Umjolo: The Gone Girl,4.4,263,92,Romance
Siddharth Roy,6.4,2900,148,Romance
Writing a Love Song,6.7,174,85,Romance
A European Christmas,4.7,183,90,Romance
Love at 39 Degrees,5.5,1300,115,Romance
Mai,6.8,1500,131,Romance
Kupu-Kupu Kertas,7.0,113,113,Romance
Perfect Match,6.6,332,101,Romance
First Taste,4.5,150,97,Romance
Every You Every Me,6.6,133,108,Romance
Kill Me If You Dare,4.6,1300,94,Romance
Ahl Al Kahf,5.2,236,120,Romance
Given 3: To the Sea,7.8,8,80,Romance
Once Upon a Christmas Wish,6.1,313,90,Romance
Seven Seas Seven Hills,8.6,85,90,Romance
Los pequeños amores,6.3,345,95,Romance
Ek Anjaan Rishtey Ka Guilt 3,8.0,67,104,Romance
Krista,5.6,44,58,Romance
"Aire, Just Breathe",4.7,185,98,Romance
Miss You,6.2,3100,128,Romance
Dilan 1983,6.7,201,116,Romance
Reloaded 2,8.0,1000,45,Romance
In Good Hands 2,5.3,916,99,Romance
El Hawa Sultan,6.6,622,136,Romance
Meeting Ms. Leigh,9.2,76,117,Romance
Love Syndrome: The Beginning,6.0,49,90,Romance
À toute allure,5.3,157,86,Romance
Love Li,6.5,13000,168,Romance
Detective Conan: The Million-Dollar Pentagram,6.8,1400,111,Romance
Anyone But Her,4.9,275,93,Romance
Black Tea,5.2,528,110,Romance
Seni Memahami Kekasih,8.0,59,91,Romance
Stranded Pearl,6.0,27,90,Romance
Queens of Drama,6.4,170,114,Romance
The Great Gujarati Matrimony,7.9,78,144,Romance
Love You to Debt,6.2,747,135,Romance
Looking for Dr. Love,6.0,121,85,Romance
Fruitcake,5.4,118,97,Romance
3391 Kilometres,4.2,1100,110,Romance
A Merry Royal Christmas,5.2,138,88,Romance
Premalo,7.3,1100,128,Romance
You Are Not Alone,6.2,61,105,Romance
Dhruvathaare,8.3,646,165,Romance
Paper Flowers,9.1,29,100,Romance
What Happened in My Black Boyfriend's Room,4.8,8,62,Romance
One Night in Tokyo,8.5,33,95,Romance
Love Story,4.9,386,125,Romance
"LSD 2: Love, Sex Aur Dhokha 2",3.8,2800,119,Romance
Three Secrets,4.4,46,92,Romance
Nado snimat filmy o lyubvi,7.8,29,73,Romance
Under Parallel Skies,5.6,779,110,Romance
Christmas at Plumhill Manor,6.1,496,87,Romance
That Kind of Love,5.8,299,136,Romance
Prabuthwa Junior Kalashala,7.2,2100,131,Romance
Sweet Summer Love,6.4,58,90,Romance
"María, Me Muero",5.4,66,93,Romance
Vaagai,8.8,185,119,Romance
Rose Rosy Te Gulab,5.8,294,135,Romance
Addy Daddy,8.0,24,118,Romance
Explosions in My Heart,6.7,33,105,Romance
Kisko Tha Pata,7.4,14,135,Romance
Rokjesnacht,4.9,216,95,Romance
Honeymoonish,5.3,1500,100,Romance
Life is Filled with So Much of You,8.1,14,99,Romance
Morando com o Crush,5.4,166,90,Romance
Hrashwo Deergha,7.9,79,150,Romance
My Ex's Wedding,8.5,43,95,Romance
Kahan Shuru Kahan Khatam,6.2,3100,107,Romance
My Boyfriend Is a Sex Worker,4.8,13,50,Romance
A Fragile Flower,8.5,1600,96,Romance
The Property,7.6,51,110,Romance
Across the Sea,6.4,64,112,Romance
L'heureuse élue,5.4,194,91,Romance
Kang Mak,6.4,756,122,Romance
Sihinayaki Adare,6.5,183,150,Romance
Maple Leaf Dreams,4.6,76,101,Romance
"Aku Jati, Aku Asperger",8.6,16,88,Romance
Yolki 11,4.7,163,92,Romance
Yuva,5.8,834,153,Romance
More na dvoikh,5.6,19,82,Romance
Movie Given Hiiragi Mix.,7.4,134,70,Romance
Lyubvi ne byvaet?,5.4,152,105,Romance
Joy of Horses,5.8,160,90,Romance
Mor Chhainha Bhuinya 2,8.3,60,160,Romance
Mi Perfecto Ex,7.4,19,83,Romance
Ma chi ti conosce,5.9,128,105,Romance
Varshangalkku Shesham,6.6,4100,166,Romance
Moments We Shared,5.5,118,131,Romance
Game On,5.3,2300,140,Romance
Saint Nick of Bethlehem,9.3,96,93,Romance
I Am the Secret in Your Heart,6.0,177,112,Romance
Badaa Saat Fi Yawman Ma,6.3,87,100,Romance
Emakku Thozhil Romance,4.9,117,111,Romance
The Holiday Club,6.6,343,88,Romance
Poppay Ki Wedding,8.8,75,127,Romance
Amaltash,8.1,144,113,Romance
"It's So Big It Hurts, Black Oppa",5.0,8,61,Romance
Little Hearts,5.8,2200,136,Romance
Funmilayo Ransome-Kuti,8.5,93,91,Romance
Christmas on the Ranch,6.1,136,86,Romance
Powder Pup,6.2,73,89,Romance
Double Blended,5.5,51,87,Romance
Last Song for You,7.3,89,110,Romance
Lula Leblanc,7.0,36,96,Romance
Ondu Sarala Prema Kathe,7.5,711,149,Romance
Pranaya Godari,7.8,2400,148,Romance
Mercy Killing,8.7,2700,131,Romance
Love Stuck,5.6,151,116,Romance
Shooting My Life's Script,6.2,333,95,Romance
Khwaabon Ka Jhamela,6.1,105,113,Romance
Enchanting Christmas,6.4,348,91,Romance
Nie Xiaoqian,6.7,14,112,Romance
Goreyan Naal Lagdi Zameen Jatt Di,7.7,27,108,Romance
A Bluegrass Christmas,6.0,226,84,Romance
To potami,6.3,10,93,Romance
"Chances Are, You and I",6.1,104,132,Romance
Samana Sunrise,6.5,61,100,Romance
Honey Money Phony,6.2,166,115,Romance
Letuchiy korabl,3.7,288,100,Romance
Holiday for Hire,5.8,187,84,Romance
Coven of the Black Cube,8.3,18,97,Romance
Visal Adare,5.9,138,120,Romance
"Love, Sitara",5.3,295,105,Romance
Love Is Never on Time,8.9,57,110,Romance
The Heartbreak Agency,5.3,710,94,Romance
Heartbreak Motel,7.0,287,115,Romance
Jatt & Juliet 3,5.4,1800,135,Romance
Election,5.9,807,120,Romance
Yo no soy esa,4.9,268,95,Romance
Teasing Master Takagi-san Movie,6.7,278,119,Romance
Eating Me Up,8.6,289,104,Romance
Kajolrekha,6.3,170,156,Romance
Éden & Charlie,8.3,8,45,Romance
This Is Not A Love Song,7.1,26,72,Romance
Land of Broken Hearts,6.3,178,100,Romance
Letters at Christmas,3.7,168,84,Romance
Artist Unknown,9.2,11,82,Romance
Do I Shock U Like Lightning,9.2,18,97,Romance
Penguin Girl,6.8,5,98,Romance
Soft Love,6.6,34,114,Romance
Fragments of Us,8.3,8,49,Romance
Christmas Overtime,5.2,20,92,Romance
Onegin,7.0,1200,141,Romance
Miracle Mile,8.7,27,82,Romance
Hold Me Close,6.6,9,98,Romance
Lyod 3,6.0,293,134,Romance
Silent Love,6.3,336,116,Romance
Sevmek Yüzünden,3.6,613,104,Romance
Lady Outlaw,6.8,16,104,Romance
Kagojer Bou,6.0,24,112,Romance
Lyubov Sovetskogo Soyuza,5.1,243,150,Romance
My Boo,6.1,652,125,Romance
Valentine's Town,5.2,182,84,Romance
"Dao, Pho Va Piano",5.9,189,100,Romance
Nikdo me nemá rád,5.8,36,84,Romance
Future Date,6.6,120,82,Romance
Young Lion of the West,8.1,105,93,Romance
Komandir,6.3,512,131,Romance
Petta Rap,4.2,1700,123,Romance
Svemu dodje kraj,6.7,251,89,Romance
Sign Here,6.2,242,100,Romance
Ye xiao nü sheng,7.4,26,110,Romance
Un/Happy for You,5.6,342,110,Romance
Momma's Boy,3.8,47,105,Romance
14 Days Love,7.5,8,112,Romance
Lobola Man,4.6,201,108,Romance
Sunlight,7.9,17,96,Romance
Her Seyin Basi Merkür,3.6,143,105,Romance
Undying,6.7,13,26,Romance
Jee Ve Sohneya Jee,6.7,260,141,Romance
Once Upon a Honeymoon,6.8,21,109,Romance
Because I Love Bad Weather,6.3,129,100,Romance
36-24-36,6.1,204,118,Romance
Honeko Akabane's Bodyguards,5.9,35,117,Romance
Life Hotel,6.6,150,118,Romance
PAPmusic - Animation for Fashion,1.0,123,85,Romance
Love Me If You Dare,4.3,470,128,Romance
Could Have Waited for August,6.2,829,112,Romance
Teriyaan Meriyaan Hera Pheriyan,6.7,75,125,Romance
Yumi's Cells: The Movie,6.2,48,93,Romance
A Christmas of Wonders,4.8,120,86,Romance
Morena,7.8,59,106,Romance
Keshava Chandra Ramavath,6.7,76,133,Romance
Babli,6.8,565,134,Romance
Table for Six 2,5.4,312,133,Romance
Günesi Söndürmem Gerek,3.5,177,105,Romance
Rajkumar,7.3,2600,145,Romance
Our Church Thinks We're Dating,7.5,59,102,Romance
Pretty Boys,5.4,33,67,Romance
Chanchal Haseena,7.2,34,98,Romance
Shark Island,4.0,114,81,Romance
Allahr Vres,8.6,16,135,Romance
The Proud Princess,7.1,97,84,Romance
O2,6.7,7900,105,Romance
Gili Gili Raat,5.7,12,93,Romance
Dreaming of You,8.5,24,95,Romance
Traces of Love,6.5,901,105,Romance
Elle & lui & le reste du monde,5.9,104,85,Romance
Der Junge dem die Welt gehört,7.9,76,96,Romance
Pantaskah Aku Berhijab,8.1,16,114,Romance
Kuch Sapney Apne,8.0,47,120,Romance
Tendaberry,6.8,35,115,Romance
All's Fair in Love,6.3,16,115,Romance
My Future You,8.5,45,109,Romance
Advent,7.5,6,119,Romance
Sureshinteyum Sumalathayudeyum Hridayahariyaya Pranayakatha,5.9,83,138,Romance
Honeymoon Express,8.4,2100,118,Romance
Hearts Creek,5.8,114,90,Romance
My Sassy Girl,5.1,109,117,Romance
The Little Things,7.7,39,90,Romance
Aaram Aravinda Swamy,9.4,327,132,Romance
My Zombabe,5.1,78,105,Romance
¿Quién quiere casarse con un Astronauta?,8.7,10,94,Romance
Amar Prem Ki Prem Kahani,4.4,629,117,Romance
Daghabaaz Dil,6.4,67,123,Romance
Heart Strings,6.4,9,107,Romance
Hell City,9.1,26,90,Romance
Die Ironie des Lebens,6.6,66,109,Romance
Jingle Bell Love,6.1,214,81,Romance
"Sampai Nanti, Hanna!",7.3,261,110,Romance
Raseeli Raatein,6.4,11,91,Romance
Le beau rôle,6.9,54,84,Romance
Hong lou meng,3.5,18,120,Romance
Zyat,4.2,108,80,Romance
Roti Kapda Romance,7.5,2500,153,Romance
Ibbani Tabbida Ileyali,7.4,830,160,Romance
Him,7.1,19,80,Romance
Murphy,7.3,2400,136,Romance
Umjolo: Day Ones,4.0,149,86,Romance
Bed & Breakfast,6.2,199,83,Romance
Listy do M. Pozegnania i powroty,6.0,308,123,Romance
40,4.8,18,103,Romance
Skinny Love,8.3,83,92,Romance
Love Lies,7.3,245,114,Romance
Happiness Is,3.8,291,96,Romance
Greice,6.9,118,110,Romance
A Wall Away,5.0,75,90,Romance
Kaaduvetty,3.2,145,157,Romance
Yeni Hayat,3.0,32,132,Romance
Seré breve al momento de morir,5.7,14,78,Romance
X & Y,7.0,10,101,Romance
Pasutri Gaje,5.9,322,109,Romance
Christmas in Lagos,4.6,166,120,Romance
A Soweto Love Story,4.4,282,101,Romance
